1000	0.0000000000e+00
11000	9.0140000000e+05
21000	1.9003000000e+06
31000	2.5996000000e+06
41000	3.4994000000e+06
51000	4.4955000000e+06
61000	5.7498000000e+06
71000	5.9975000000e+06
81000	6.6997000000e+06
91000	7.4957000000e+06
101000	8.7980000000e+06
111000	1.0049300000e+07
121000	1.1357700000e+07
131000	1.3100200000e+07
141000	1.2143200000e+07
151000	1.4907400000e+07
161000	1.7502300000e+07
171000	1.5301000000e+07
181000	1.5599400000e+07
191000	1.9155000000e+07
201000	1.8983300000e+07
211000	2.2784800000e+07
221000	1.9389200000e+07
231000	2.0089400000e+07
241000	2.4796600000e+07
251000	2.3836500000e+07
261000	2.4898700000e+07
271000	2.4223300000e+07
281000	2.5007900000e+07
291000	2.4695600000e+07
301000	2.6497300000e+07
311000	2.8479100000e+07
321000	2.8709600000e+07
331000	2.8950800000e+07
341000	2.9546700000e+07
351000	3.1067800000e+07
361000	3.0750300000e+07
371000	3.2472400000e+07
381000	3.5701700000e+07
391000	3.3938000000e+07
401000	3.3210800000e+07
411000	3.6100500000e+07
421000	3.5630100000e+07
431000	3.7088400000e+07
441000	3.8222200000e+07
451000	3.7975200000e+07
461000	4.0078100000e+07
471000	4.0489700000e+07
481000	4.1140600000e+07
491000	4.2139200000e+07
501000	4.3252800000e+07
511000	4.3503100000e+07
521000	4.7434100000e+07
531000	4.8877500000e+07
541000	4.5132800000e+07
551000	4.7756100000e+07
561000	4.8641900000e+07
571000	5.0822400000e+07
581000	4.9760300000e+07
591000	5.2578200000e+07
601000	5.1867200000e+07
611000	5.2418300000e+07
621000	5.2157600000e+07
631000	5.7221600000e+07
641000	5.7798800000e+07
651000	5.5143300000e+07
661000	5.6835800000e+07
671000	5.8335900000e+07
681000	5.8172500000e+07
691000	5.8591900000e+07
701000	6.1483500000e+07
711000	6.1699800000e+07
721000	6.3379700000e+07
731000	6.7774000000e+07
741000	6.3345300000e+07
751000	6.7769300000e+07
761000	6.6064100000e+07
771000	6.4982800000e+07
781000	6.9219200000e+07
791000	7.5621400000e+07
801000	8.7356300000e+07
811000	7.7263500000e+07
821000	8.0798300000e+07
831000	9.0321300000e+07
841000	7.5734800000e+07
851000	8.3096300000e+07
861000	1.0500370000e+08
871000	9.6309300000e+07
881000	8.5375000000e+07
891000	8.1444600000e+07
901000	8.3918100000e+07
911000	7.7434800000e+07
921000	7.8609300000e+07
931000	7.8993900000e+07
941000	8.2910300000e+07
951000	8.1178000000e+07
961000	8.2973400000e+07
971000	8.3452500000e+07
981000	8.8133100000e+07
991000	8.2586600000e+07
